scientific_name,korean_name
Halaelurus buergeri,불범상어
Scyliorhinus torazame,두툽상어
Proscyllium habereri,표범상어
Hemitriakis japanica,행락상어
Mustelus griseus,개상어
Mustelus manazo,별상어
Triakis scyllium,까치상어
Carcharhinus brachyurus,무태상어
Carcharhinus limbatus,남방상어
Carcharhinus dussumieri,흰뺨상어
Carcharhinus plumbeus,흉상어
Carcharhinus sorrah,검은꼬리상어
Galeocerdo cuvier,뱀상어
Prionace glauca,청새리상어
Rhizoprionodon acutus,펜두상어
Rhizoprionodon oligolinx,아구상어
Sphyrna lewini,홍살귀상어
Sphyrna zygaena,귀상어
Heptranchias perlo,꼬리기름상어
Notorynchus cepedianus,칠성상어
Etmopterus lucifer,가시줄상어
Squalus japonicus,도돔발상어
Squalus megalops,모조리상어
Squalus mitsukurii,돔발상어
Squatina japonica,전자리상어
Squatina nebulosa,범수구리
Pristiophorus japonicus,톱상어
Narke japonica,전기가오리
Rhina ancylostoma,목탁수구리
Rhynchobatus djiddensis,동수구리
Platyrhina sinensis,목탁가오리
Rhinobatos hynnicephalus,점수구리
Rhinobatos schlegelii,가래상어
Bathyraja bergi,바닥가오리
Bathyraja isotrachys,저자가오리
Dipturus kwangtungensis,광동홍어
Dipturus macrocauda,도랑가오리
Dipturus tengu,살홍어
Okamejei acutispina,무늬홍어
Okamejei boesemani,깨알홍어
Okamejei kenojei,홍어
Okamejei meerdervoortii,오동가오리
Raja koreana,고려홍어
Raja pulchra,참홍어
Urolophus aurantiacus,흰가오리
Dasyatis acutirostra,긴코가오리
Dasyatis akajei,노랑가오리
Dasyatis matsubarai,흑가오리
Dasyatis sinensis,갈색가오리
Dasyatis zugei,청달래가오리
Neotrygon kuhlii,꽁지가오리
Gymnura japonica,나비가오리
Aetobatus flagellum,박쥐가오리
Mobula japanica,쥐가오리
Myliobatis tobijei,매가오리
Acipenser dabryanus,칼상어
Acipenser medirostris,용상어
Acipenser sinensis,철갑상어
Elops hawaiensis,당멸치
Megalops cyprinoides,풀잉어
Albula argentea,여을멸
Albula koreana,황줄뺨여을멸
Aldrovandia affinis,발광멸
Anguilla japonica,뱀장어
Anguilla marmorata,무태장어
Enchelycore pardalis,알락곰치
Enchelycore lichenosa,[국명없음]
Gymnothorax albimarginatus,가지굴
Gymnothorax isingteena,검은점곰치
Gymnothorax kidako,곰치
Gymnothorax prionodon,백설곰치
Gymnothorax reticularis,나망곰치
Dysomma anguillare,긴꼬리장어
Brachysomophis porphyreus,자물뱀
Echelus uropterus,날붕장어
Muraenichthys gymnopterus,갯물뱀
Ophichthus asakusae,제주바다뱀
Ophichthus lithinus,까치물뱀
Ophichthus urolophus,갈물뱀
Ophisurus macrorhynchos,바다뱀
Ophisurus rotundus,둥근물뱀
Pisodonophis cancrivorus,돌기바다뱀
Pisodonophis sangjuensis,상주물뱀
Pisodonophis zophistius,돛물뱀
Muraenesox bagio,갈창갯장어
Muraenesox cinereus,갯장어
Oxyconger leptognathus,물붕장어
Anago anago,꾀붕장어
Ariosoma anagoides,먹붕장어
Ariosoma major,큰흰붕장어
Ariosoma shiroanago,흰붕장어
Bathycongrus retrotinctus,테붕장어
Conger japonicus,검붕장어
Conger myriaster,붕장어
Gnathophis heterognathos,은붕장어
Rhynchoconger ectenurus,검은꼬리붕장어
Uroconger lepturus,애붕장어
Nettenchelys gephyra,오리주둥이장어
Saurenchelys lateromaculatus,납작오리주둥이장어
Saurenchelys stylura,줄오리주둥이장어
Ilisha elongata,준치
Coilia mystus,싱어
Coilia nasus,웅어
Engraulis japonicus,멸치
Setipinna tenuifilis,반지
Thryssa adelae,풀반댕이
Thryssa hamiltonii,풀반지
Thryssa kammalensis,청멸
Chirocentrus dorab,물멸
Clupanodon thrissa,조선전어
Clupea pallasii,청어
Etrumeus teres,눈퉁멸
Konosirus punctatus,전어
Nematalosa japonica,대전어
Nematalosa nasus,[국명없음]
Sardinella jussieui,이와치
Sardinella lemuru,바리밴댕이
Sardinella zunasi,밴댕이
Sardinops melanostictus,정어리
Spratelloides gracilis,샛줄멸
Tenualosa reevesii,납작전어
Chanos chanos,갯농어
Gonorynchus abbreviatus,압치
Abbottina rivularis,버들매치
Abbottina springeri,왜매치
Acheilognathus macropterus,큰납지리
Acheilognathus koreensis,칼납자루
Acheilognathus lanceolata intermedia,납자루
Acheilognathus majusculus,큰줄납자루
Acheilognathus rhombeus,납지리
Acheilognathus signifer,묵납자루
Acheilognathus somjinensis,임실납자루
Acheilognathus yamatsutae,줄납자루
Aphyocypris chinensis,왜몰개
Aristichthys nobilis,대두어
Carassius auratus,붕어
Carassius cuvieri,떡붕어
Coreius heterodon,케톱치
Coreoleuciscus splendidus,쉬리
Ctenopharyngodon idellus,초어
Culter brevicauda,백조어
Cyprinus carpio,잉어
Erythroculter erythropterus,강준치
Gnathopogon strigatus,줄몰개
Gobio cynocephalus,모샘치
Gobiobotia brevibarba,돌상어
Gobiobotia macrocephala,꾸구리
Hemibarbus labeo,누치
Hemibarbus longirostris,참마자
Hemibarbus mylodon,어름치
Hemiculter eigenmanni,치리
Hemiculter leucisculus,살치
Hypophthalmichthys molitrix,백련어
Ladislavia taczanowskii,새미
Leuciscus waleckii,야레
Mesogobio lachneri,압록자그사니
Mesogobio tumensis,두만강자그사니
Microphysogobio jeoni,됭경모치
Microphysogobio koreensis,모래주사
Microphysogobio longidorsalis,배가사리
Microphysogobio rapidus,여울마자
Microphysogobio yaluensis,돌마자
Ochetobius elongatus,청백치
Phoxinus phoxinus,연준모치
Pseudogobio esocinus,모래무지
Pseudolaubuca jouyi,조치
Pseudopungtungia nigra,감돌고기
Pseudopungtungia tenuicorpa,가는돌고기
Pseudorasbora parva,참붕어
Pungtungia herzi,돌고기
Rhodeus hondae,서호납줄갱이
Rhodeus notatus,떡납줄갱이
Rhodeus ocellatus,흰줄납줄개
Rhodeus pseudosericeus,한강납줄개
Rhodeus sericeus,납줄개
Rhodeus uyekii,각시붕어
Rhynchocypris kumgangensis,금강모치
Rhynchocypris oxycephalus,버들치
Rhynchocypris percnurus,동버들개
Rhynchocypris semotilus,버들가지
Rhynchocypris steindachneri,버들개
Sarcocheilichthys nigripinnis czerskii,북방중고기
Sarcocheilichthys nigripinnis morii,중고기
Sarcocheilichthys variegatus wakiyae,참중고기
Saurogobio dabryi,두우쟁이
Squalidus chankaensis tsuchigae,참몰개
Squalidus gracilis majimae,긴몰개
Squalidus japonicus coreanus,몰개
Squalidus multimaculatus,점몰개
Squaliobarbus curriculus,눈불개
Tribolodon brandti,대황어
Tribolodon hakonensis,황어
Zacco koreanus,참갈겨니
Zacco platypus,피라미
Zacco temminckii,갈겨니
Cobitis choii,미호종개
Cobitis hankugensis,기름종개
Cobitis tetralineata,줄종개
Iksookimia hugowolfeldi,남방종개
Iksookimia koreensis,참종개
Iksookimia longicorpa,왕종개
Iksookimia pacifica,북방종개
Iksookimia pumila,부안종개
Iksookimia yongdokensis,동방종개
Kichulchoia brevifasciata,좀수수치
Kichulchoia multifasciata,수수미꾸리
Koreocobitis naktongensis,얼룩새코미꾸리
Koreocobitis rotundicaudata,새코미꾸리
Misgurnus anguillicaudatus,미꾸리
Misgurnus mizolepis,미꾸라지
Lefua costata,쌀미꾸리
Orthrias nudus,대륙종개
Orthrias toni,종개
Liobagrus andersoni,퉁가리
Liobagrus mediadiposalis,자가사리
Liobagrus obesus,퉁사리
Liobagrus somjinensis,섬진자가사리
Ictalurus puntatus,찬넬동자개
Silurus asotus,메기
Silurus microdorsalis,미유기
Plotosus lineatus,쏠종개
Arius maculatus,바다동자개
Leiocassis longirostris,종어
Leiocassis nitidus,밀자개
Leiocassis ussuriensis,대농갱이
Pseudobagrus brevicorpus,꼬치동자개
Pseudobagrus fulvidraco,동자개
Pseudobagrus koreanus,눈동자개
Argentina kagoshimae,가고시마샛멸
Glossanodon semifasciatus,샛멸
Hemisalanx prognathus,벚꽃뱅어
Hypomesus japonicus,날빙어
Hypomesus nipponensis,빙어
Mallotus villosus,열빙어
Neosalanx anderssoni,도화뱅어
Neosalanx hubbsi,실뱅어
Neosalanx jordani,젓뱅어
Osmerus mordax,바다빙어
Plecoglossus altivelis,은어
Protosalanx chinensis,붕퉁뱅어
Salangichthys microdon,뱅어
Salanx ariakensis,국수뱅어
Brachymystax lenok tsinlingensis,열목어
Coregonus ussuriensis,우레기
Hucho ishikawae,자치
Oncorhynchus gorbuscha,곱사연어
Oncorhynchus keta,연어
Oncorhynchus kisutch,은연어
Oncorhynchus masou masou,산천어/송어
Oncorhynchus mykiss,무지개송어
Salvelinus malmus,곤들매기
Thymallus arcticus yaluensis,사루기
Maurolicus japonicus,앨퉁이
Sigmops gracilis,솔니앨퉁이
Ateleopus japonicus,꼬리치
Ateleopus purpureus,보라꼬리치
Hime japonicus,히메치
Harpadon nehereus,물천구
Saurida elongata,날매퉁이
Saurida microlepis,잔비늘매퉁이
Saurida wanieso,툼빌매퉁이
Synodus fuscus,모래꽃동멸
Synodus hoshinonis,주홍꽃동멸
Synodus macrops,수다꽃동멸
Synodus variegatus,꽃동멸
Trachinocephalus myops,황매퉁이
Chlorophthalmus acutifrons,첨문파랑눈매퉁이
Chlorophthalmus albatrossis,파랑눈매퉁이
Bathypterois guentheri,긴촉수매퉁이
Lestidium prolixum,화살치
Lestrolepis intermedia,남방점화살치
Lestrolepis japonica,점화살치
Neoscopelus microchir,미올비늘치
Benthosema pterotum,깃비늘치
Myctophum affine,샛비늘치
Myctophum asperum,얼비늘치
Velifer hypselopterus,점매가리
Desmodema polystictum,점투라치
Trachipterus ishikawae,투라치
Zu cristatus,홍투라치
Regalecus russelii,산갈치
Polymixia japonica,등점은눈돔
Bregmaceros atlanticus,대서양날개멸
Bregmaceros japonicus,날개멸
Coelorinchus formosanus,타이완꼬리민태
Coelorinchus japonicus,꼬리민태
Coelorinchus longissimus,무줄비늘치
Coelorinchus macrochir,긴팔꼬리민태
Coelorinchus multispinulosus,줄비늘치
Coryphaenoides marginatus,큰눈긴가시민태
Coryphaenoides microps,작은눈긴가시민태
Ventrifossa garmani,꺼끌머리민태
Laemonema nana,짧은수염대구
Lotella phycis,놀락민태
Physiculus japonicus,돌대구
Eleginus gracilis,빨간대구
Enchelyopus cimbrius,수염대구
Gadus macrocephalus,대구
Lota lota,모오캐
Theragra chalcogramma,명태
Brotula multibarbata,수염첨치
Hoplobrotula armata,붉은메기
Neobythites sivicola,그물메기
Ophidion asiro,제주바다메기
Sirembo imberbis,동갈메기
Grammonus robustus,곱등양메기
Lophiodes insidiator,용아귀
Lophiomus setigerus,아귀
Lophius litulon,황아귀
Antennarius maculatus,무당씬벵이
Antennarius pictus,흑점박씬벵이
Antennarius striatus,빨간씬벵이
Histrio histrio,노랑씬벵이
Chaunax abei,점씬벵이
Halieutaea fumosa,민부치
Halieutaea stellata,빨강부치
Malthopsis annulifera,원꼭갈치
Malthopsis lutea,꼭갈치
Chelon macrolepis,큰비늘숭어
Chelon affinis,등줄숭어
Chelon haematocheilus,가숭어
Ellochelon vaigiensis,넓적꼬리숭어
Moolgarda seheli,초승꼬리숭어
Mugil cephalus,숭어
Oedalechilus labiosus,솔잎숭어
Iso flosmaris,물꽃치
Atherion elymus,밀멸
Hypoatherina tsurugae,은줄멸
Hypoatherina valenciennei,색줄멸
Oryzias latipes,송사리
Oryzias sinensis,대륙송사리
Cheilopogon cyanopterus,기점날치
Cheilopogon heterurus,전력날치
Cheilopogon pinnatibarbatus japonicus,태안큰날치
Exocoetus volitans,상날치
Hirundichthys oxycephalus,가는매날치
Hirundichthys rondeletii,매날치
Parexocoetus brachypterus,황날치
Parexocoetus mento,멘토황날치
Hyporhamphus intermedius,줄공치
Hyporhamphus quoyi,살공치
Hyporhamphus sajori,학공치
Ablennes hians,물동갈치
Strongylura anastomella,동갈치
Tylosurus acus melanotus,항알치
Tylosurus crocodilus crocodilus,꽁치아재비
Cololabis saira,꽁치
Monocentris japonicus,철갑둥어
Aulotrachichthys prosthemius,은줄금눈돔
Gephyroberyx darwinii,납작금눈돔
Beryx decadactylus,금눈돔
Myripristis botche,비늘적투어
Myripristis murdjan,적투어
Neoniphon sammara,무늬얼게돔
Ostichthys japonicus,도화돔
Sargocentron spinosissimum,얼게돔
Zenopsis nebulosa,민달고기
Zeus faber,달고기
Hypoptychus dybowskii,양미리
Aulichthys japonicus,실비늘치
Gasterosteus aculeatus,큰가시고기
Pungitius kaibarae,잔가시고기
Pungitius pungitius,청가시고기
Pungitius sinensis,가시고기
Pungitius tymensis,두만가시고기
Doryrhamphus japonicus,부채꼬리실고기
Halicampus boothae,띠거물가시치
Halicampus punctatus,별실고기
Hippocampus sindonis,신도해마
Hippocampus coronatus,왕관해마
Hippocampus histrix,가시해마
Hippocampus kelloggi,[국명없음]
Hippocampus kuda,복해마
Hippocampus mohnikei,산호해마
Hippocampus trimaculatus,점해마
Solenostomus cyanopterus,유령실고기
Syngnathoides biaculeatus,잘피실고기
Syngnathus schlegeli,실고기
Trachyrhamphus serratus,거물가시치
Urocampus nanus,풀해마
Fistularia commersonii,홍대치
Fistularia petimba,청대치
Macroramphosus scolopax,대주둥치
Monopterus albus,드렁허리
Macrognathus aculeatus,걸장어
Dactyloptena orientalis,쭉지성대
Dactyloptena peterseni,별쭉지성대
Apistus carinatus,벌감펭
Ebosia bleekeri,에보시감펭
Erosa erosa,퉁쏠치
Helicolenus hilgendorfii,홍감펭
Hoplosebastes armatus,꽃감펭
Hypodytes rubripinnis,미역치
Inimicus japonicus,쑤기미
Minous monodactylus,일지말락쏠치
Minous pusillus,말락쏠치
Minous quincarinatus,제주쏠치
Parapterois heterura,도자감펭
Pterois antennata,긴수염쏠배감펭
Pterois lunulata,쏠배감펭
Pterois volitans,점쏠배감펭
Scorpaena izensis,[국명없음]
Scorpaena miostoma,쭈굴감펭
Scorpaena neglecta,살살치
Scorpaena onaria,점감펭
Scorpaenodes littoralis,주홍감펭
Scorpaenopsis cirrosa,쑥감펭
Scorpaenopsis diabolus,놀락감펭
Scorpaenopsis gibbosa,[국명없음]
Sebastes baramenuke,돌삼뱅이
Sebastes hubbsi,우럭볼락
Sebastes ijimae,눌치볼락
Sebastes inermis,볼락
Sebastes joyneri,도화볼락
Sebastes koreanus,황해볼락
Sebastes longispinis,흰꼬리볼락
Sebastes minor,좀볼락
Sebastes nudus,황점개볼락
Sebastes oblongus,황점볼락
Sebastes owstoni,황볼락
Sebastes pachycephalus,개볼락
Sebastes schlegelii,조피볼락
Sebastes steindachneri,노랑볼락
Sebastes taczanowskii,탁자볼락
Sebastes thompsoni,불볼락
Sebastes trivittatus,세줄볼락
Sebastes vulpes,누루시볼락
Sebastes wakiyai,말락볼락
Sebastes zonatus,띠볼락
Sebastiscus albofasciatus,붉감펭
Sebastiscus marmoratus,쏨뱅이
Sebastiscus tertius,붉은쏨뱅이
Sebastolobus macrochir,홍살치
Snyderina yamanokami,큰미역치
Erisphex pottii,풀미역치
Chelidonichthys spinosus,성대
Lepidotrigla abyssalis,밑달갱이
Lepidotrigla alata,쌍뿔달재
Lepidotrigla guentheri,꼬마달재
Lepidotrigla hime,히메성대
Lepidotrigla japonica,가시달강어
Lepidotrigla kanagashira,고지달재
Lepidotrigla kishinouyi,뿔성대
Lepidotrigla microptera,달강어
Pterygotrigla hemisticta,밑성대
Peristedion orientale,황성대
Satyrichthys rieffeli,별성대
Bembras japonica,빨간양태
Parabembras curtus,눈양태
Cociella crocodila,까지양태
Inegocia guttata,악어양태
Inegocia japonica,점양태
Onigocia macrolepis,큰비늘양태
Onigocia spinosa,비늘양태
Platycephalus indicus,양태
Ratabulus megacephalus,봉오리양태
Rogadius asper,바늘양태
Suggrundus meerdervoortii,큰눈양태
Hoplichthys gilberti,외가시양태
Hoplichthys langsdorfii,가시양태
Hexagrammos agrammus,노래미
Hexagrammos octogrammus,줄노래미
Hexagrammos otakii,쥐노래미
Pleurogrammus azonus,임연수어
Pleurogrammus monopterygius,단기임연수어
Alcichthys elongatus,빨간횟대
Bero elegans,베로치
Cottiusculus gonez,꼬마횟대
Cottus czerskii,참둑중개
Cottus hangiongensis,한둑중개
Cottus koreanus,둑중개
Enophrys diceraus,뿔횟대
Furcina ishikawae,알롱횟대
Furcina osimae,무늬횟대
Gymnocanthus herzensteini,대구횟대
Gymnocanthus intermedius,가시횟대
Gymnocanthus pistilliger,밑횟대
Hemilepidotus gilberti,동갈횟대
Icelinus japonicus,두줄비늘횟대
Icelus toyamensis,민줄가시횟대
Icelus cataphractus,줄가시횟대
Icelus ochotensis,흑점줄가시횟대
Icelus stenosomus,무늬줄가시횟대
Icelus uncinalis,아셀횟대
Myoxocephalus jaok,올꺽정이
Myoxocephalus polyacanthocephalus,살꺽정이
Myoxocephalus stelleri,개구리꺽정이
Ocynectes maschalis,가시꺽정이
Ocynectes modestus,민가시꺽정이
Porocottus allisi,실횟대
Porocottus leptosomus,고려실횟대
Pseudoblennius cottoides,가시망둑
Pseudoblennius marmoratus,돌망둑이
Pseudoblennius percoides,돌팍망둑
Pseudoblennius zonostigma,띠좀횟대
Ricuzenius pinetorum,상어횟대
Taurocottus bergi,송곳횟대
Trachidermus fasciatus,꺽정이
Triglops jordani,졸단횟대
Triglops pingelii,눈퉁횟대
Triglops scepticus,골판횟대
Vellitor centropomus,창치
Blepsias bilobus,까치횟대
Blepsias cirrhosus,날개횟대
Hemitripterus villosus,삼세기
Nautichthys pribilovius,검은띠눈횟대
Anoplagonus occidentalis,민어치
Brachyopsis rostratus,잔줄고기
Freemanichthys thompsoni,실줄고기
Hypsagonus corniger,가시줄고기
Hypsagonus jordani,고양이줄고기
Hypsagonus proboscidalis,곱추줄고기
Hypsagonus quadricornis,뿔줄고기
Leptagonus leptorhynchus,긴코줄고기
Occella dodecaedron,꽃줄고기
Pallasina barbata,갈키고기
Percis japonica,네줄고기
Podothecus hamlini,팔각줄고기
Podothecus sachi,날개줄고기
Podothecus sturioides,말락줄고기
Podothecus veternus,왕눈줄고기
Tilesina gibbosa,흑줄고기
Dasycottus japonicus,고무꺽정이
Eurymen gyrinus,털수배기
Malacocottus gibber,주먹물수배기
Malacocottus zonurus,얼룩수배기
Psychrolutes paradoxus,물수배기
Aptocyclus ventricosus,뚝지
Cyclopteropsis bergi,꼬마도치
Eumicrotremus birulai,우릉성치
Eumicrotremus orbis,도치
Eumicrotremus pacificus,골린어
Careproctus rastrinus,분홍꼼치
Careproctus notosaikaiensis,동해분홍꼼치
Careproctus colletti,먹분홍꼼치
Crystallichthys matsushimae,물미거지
Liparis agassizii,아가씨물메기
Liparis chefuensis,노랑물메기
Liparis megacephalus,보라물메기
Liparis tanakae,꼼치
Liparis tessellatus,물메기
Coreoperca herzi,꺽지
Coreoperca kawamebari,꺽저기
Siniperca scherzeri,쏘가리
Lateolabrax japonicus,농어
Lateolabrax latus,넙치농어
Lateolabrax maculatus,점농어
Acropoma japonicum,반딧불게르치
Doederleinia berycoides,눈볼대
Malakichthys elegans,은눈퉁바리
Malakichthys griseus,눈퉁바리
Malakichthys wakiyae,볼기우럭
Stereolepis doederleini,돗돔
Synagrops japonicus,흙무굴치
Synagrops philippinensis,필립흙무굴치
Aulacocephalus temminckii,황줄바리
Caprodon longimanus,꽃자리
Caprodon schlegelii,붉벤자리
Chelidoperca hirundinacea,각시돔
Chelidoperca pleurospilus,별각시돔
Diploprion bifasciatum,두줄벤자리
Epinephelus lanceolatus,대왕바리
Epinephelus akaara,붉바리
Epinephelus areolatus,대문바리
Epinephelus awoara,도도바리
Epinephelus bruneus,자바리
Epinephelus chlorostigma,구실우럭
Epinephelus epistictus,점줄우럭
Epinephelus fario,별우럭
Epinephelus fasciatus,홍바리
Epinephelus heniochus,볼줄바리
Epinephelus latifasciatus,종대우럭
Epinephelus poecilonotus,닻줄바리
Epinephelus megachir,알락우럭
Epinephelus septemfasciatus,능성어
Liopropoma japonicum,가시우럭
Liopropoma latifasciatum,단줄우럭
Niphon spinosus,다금바리
Plectranthias japonicus,연붉돔
Plectranthias kelloggi azumanus,우각바리
Plectropomus leopardus,무늬바리
Pseudanthias elongatus,장미돔
Pseudanthias squamipinnis,금강바리
Sacura margaritacea,꽃돔
Triso dermopterus,날바리
Callanthias japonicus,노랑벤자리
Plesiops coeruleolineatus,육돈바리
Opistognathus hongkongiensis,줄후악치
Opistognathus iyonis,흑점후악치
Stalix toyoshio,큰눈후악치
Banjos banjos,독돔
Lepomis macrochirus,블루길
Micropterus salmoides,배스
Cookeolus japonicus,뿔돔
Heteropriacanthus cruentatus,큰눈홍치
Pristigenys niphonia,둥글돔
Apogon carinatus,먹테얼게비늘
Apogon coccineus,붉은얼게비늘
Apogon cyanosoma,금줄얼게비늘
Apogon doederleini,세줄얼게비늘
Apogon endekataenia,줄동갈돔
Apogon kiensis,큰줄얼게비늘
Apogon lineatus,열동가리돔
Apogon niger,먹얼게비늘
Apogon notatus,점동갈돔
Apogon semilineatus,줄도화돔
Apogon semiornatus,검은두줄붉은동갈돔
Apogon taeniatus,두동갈얼게비늘
Gymnapogon japonicus,민동갈돔
Ostorhinchus cookii,다섯줄얼게비늘
Rhabdamia gracilis,거울돔
Sillago aeolus,별보리멸
Sillago japonica,청보리멸
Sillago parvisquamis,점보리멸
Sillago sihama,보리멸
Sillago sinica,북방점보리멸
Branchiostegus albus,옥두어
Branchiostegus argentatus,등흑점옥두어
Branchiostegus auratus,황옥돔
Branchiostegus japonicus,옥돔
Scombrops boops,게르치
Coryphaena equiselis,줄만새기
Coryphaena hippurus,만새기
Rachycentron canadum,날쌔기
Echeneis naucrates,빨판상어
Phtheirichthys lineatus,열줄빨판이
Remora remora,대빨판이
Remorina albescens,흰빨판이
Alectis ciliaris,실전갱이
Atropus atropos,청전갱이
Carangoides dinema,미늘전갱이
Carangoides oblongus,채찍유전갱이
Carangoides orthogrammus,노랑점무늬유전갱이
Carangoides uii,유전갱이
Decapterus akaadsi,붉은가라지
Decapterus macarellus,풀가라지
Decapterus macrosoma,긴가라지
Decapterus maruadsi,가라지
Decapterus muroadsi,갈고등어
Decapterus tabl,홍기가라지
Elagatis bipinnulata,참치방어
Kaiwarinus equula,갈전갱이
Megalaspis cordyla,고등가라지
Naucrates ductor,동갈방어
Parastromateus niger,병치매가리
Selar crumenophthalmus,새가라지
Seriola dumerili,잿방어
Seriola lalandi,부시리
Seriola quinqueradiata,방어
Seriola rivoliana,낫잿방어
Seriolina nigrofasciata,매지방어
Trachinotus baillonii,빨판매가리
Trachurus declivis,녹줄매가리
Trachurus japonicus,전갱이
Uraspis helvola,민전갱이
Mene maculata,배불뚝치
Equulites elongatus,왜주둥치
Equulites rivulatus,점주둥치
Leiognathus fasciatus,줄무늬주둥치
Leiognathus lineolatus,줄주둥치
Nuchequula nuchalis,주둥치
Photopectoralis bindus,노랑점주둥치
Brama japonica,새다래
Brama orcini,큰비늘새다래
Pteraclis aesticola,벤텐어
Pterycombus petersii,날개새다래
Taractes asper,타락치
Taractichthys steindachneri,흰꼬리타락치
Emmelichthys struhsakeri,양초선홍치
Erythrocles schlegelii,선홍치
Aprion virescens,녹색퉁돔
Etelis carbunculus,꼬리돔
Lutjanus argentimaculatus,붉은퉁돔
Lutjanus malabaricus,진홍퉁돔
Lutjanus stellatus,흰점퉁돔
Lutjanus fulviflamma,육선점퉁돔
Lutjanus monostigma,무늬퉁돔
Lutjanus quinquelineatus,오선퉁돔
Lutjanus rivulatus,물퉁돔
Lutjanus russelli,점퉁돔
Lutjanus vitta,동갈퉁돔
Paracaesio xanthura,황등어
Pristipomoides sieboldii,자붉돔
Pterocaesio trilineata,세줄가는돔
Lobotes surinamensis,백미돔
Gerres japonicus,비늘게레치
Gerres oyena,게레치
Hapalogenys kishinouyei,눈퉁군펭선
Hapalogenys mucronatus,군평선이
Hapalogenys nigripinnis,꼽새돔
Hapalogenys nitens,동갈돗돔
Parapristipoma trilineatum,벤자리
Plectorhinchus cinctus,어름돔
Plectorhinchus pictus,청황돔
Pomadasys argenteus,하스돔
Nemipterus bathybius,긴실꼬리돔
Nemipterus japonicus,황줄실꼬리돔
Nemipterus virgatus,실꼬리돔
Parascolopsis inermis,네동가리
Pentapodus nagasakiensis,노랑줄돔
Gymnocranius griseus,까치돔
Lethrinus genivittatus,줄갈돔
Lethrinus haematopterus,구갈돔
Lethrinus harak,점갈돔
Lethrinus nebulosus,갈돔
Acanthopagrus latus,새눈치
Acanthopagrus schlegelii,감성돔
Argyrops bleekeri,실붉돔
Dentex tumifrons,황돔
Evynnis cardinalis,녹줄돔
Evynnis japonica,붉돔
Pagrus major,참돔
Sparus sarba,청돔
Eleutheronema tetradactylum,네날가지
Polydactylus plebeius,날가지숭어
Polydactylus sextarius,흑점날가지
Argyrosomus argentatus,보구치
Atrobucca nibe,흑조기
Collichthys lucidus,황강달이
Collichthys niveatus,눈강달이
Johnius belengerii,민태
Larimichthys polyactis,참조기
Miichthys miiuy,민어
Nibea albiflora,수조기
Nibea mitsukurii,동갈민어
Protonibea diacanthus,꼬마민어
Pseudosciaena crocea,부세
Parupeneus chrysopleuron,주황촉수
Parupeneus ciliatus,금줄촉수
Parupeneus heptacanthus,점촉수
Parupeneus indicus,인디안촉수
Parupeneus multifasciatus,오점촉수
Parupeneus pleurostigma,큰점촉수
Parupeneus spilurus,두줄촉수
Upeneus japonicus,노랑촉수
Upeneus moluccensis,노랑줄촉수
Upeneus sulphureus,먹줄촉수
Upeneus tragula,검은줄촉수
Parapriacanthus ransonneti,황안어
Pempheris japonica,주걱치
Pempheris schwenkii,남방주걱치
Girella melanichthys,긴꼬리벵에돔
Girella mezina,양벵에돔
Girella punctata,벵에돔
Kyphosus bigibbus,무늬깜쟁이
Kyphosus cinerascens,무늬갈돔
Kyphosus vaigiensis,황줄깜정이
Labracoglossa argenteiventris,황조어
Microcanthus strigatus,범돔
Chaetodon auriga,가시나비고기
Chaetodon auripes,나비고기
Chaetodon lineolatus,줄나비고기
Chaetodon lunula,룰나비고기
Chaetodon modestus,세동가리돔
Chaetodon nippon,나비돔
Chaetodon wiebeli,꼬리줄나비고기
Coradion altivelis,갈색띠돔
Heniochus acuminatus,두동가리돔
Heniochus chrysostomus,돛대돔
Chaetodontoplus septentrionalis,청줄돔
Pomacanthus imperator,옹달샘돔
Evistias acutirostris,육동가리돔
Histiopterus typus,황줄돔
Pentaceros japonicus,사자구
Rhynchopelates oxyrhynchus,줄벤자리
Terapon jarbua,살벤자리
Terapon theraps,네줄벤자리
Kuhlia marginata,알롱잉어
Kuhlia mugil,은잉어
Oplegnathus fasciatus,돌돔
Oplegnathus punctatus,강담돔
Cirrhitichthys aprinus,무늬가시돔
Cirrhitichthys aureus,황붉돔
Goniistius quadricornis,여덟동가리
Goniistius zonatus,아홉동가리
Acanthocepola indica,남방홍갈치
Acanthocepola krusensternii,점줄홍갈치
Acanthocepola limbata,먹점홍갈치
Cepola schlegelii,홍갈치
Oreochromis niloticus,나일틸라피아/역돔
Ditrema temminckii,망상어
Ditrema viridis,청록망상어
Neoditrema ransonnetii,인상어
Abudefduf bengalensis,흑줄돔
Abudefduf notatus,동갈자돔
Abudefduf sexfasciatus,검은줄꼬리돔
Abudefduf sordidus,줄자돔
Abudefduf vaigiensis,해포리고기
Amphiprion clarkii,흰동가리
Chromis albicauda,흰꼬리노랑자리돔
Chromis analis,노랑자리돔
Chromis fumea,연무자리돔
Chromis mirationis,띠자리돔
Dascyllus melanurus,줄셋돔
Dascyllus trimaculatus,샛별돔/세점자리돔
Neopomacentrus violascens,점자돔
Pomacentrus chrysurus,파랑줄돔
Pomacentrus coelestis,파랑돔
Pomacentrus nagasakiensis,나가사끼자리돔
Stegastes altus,살자리돔
Bodianus bilunulatus,사당놀래기
Bodianus diana,얼룩사당놀래기
Bodianus oxycephalus,사랑놀래기
