scientific_name,korean_name
Polypedilum (Polypedilum) leptovolsellae,원통무늬깔따구
Polypedilum (Polypedilum) macrohemisphere,반원무늬깔따구
Polypedilum (Polypedilum) neoperturbans,열무늬깔따구
Polypedilum (Polypedilum) parasordens,파라솔덴오각깔따구
Polypedilum (Polypedilum) parviacumen,작은꼬리무늬깔따구
Polypedilum (Polypedilum) pedestre,전북구무늬깔따구
Polypedilum (Tripedilum) nubifer,구름무늬깔따구
Polypedilum (Tripodura) decematoguttatum,열한점무늬깔따구
Polypedilum (Tripodura) japonicum,일본무늬깔따구
Polypedilum (Tripodura) masudai,마스다무늬깔따구
Polypedilum (Tripodura) pullum,의삼지창무늬깔따구
Polypedilum (Tripodura) scalaenum,삼지창무늬깔따구
Polypedilum (Tripodura) unifascium,가는고리삼지창무늬깔따구
Polypedilum (Uresipedilum) convictum,쌍털무늬깔따구
Polypedilum (Uresipedilum) cultellatum,우레시노꼬마깔따구
Polypedilum (Uresipedilum) serugense,몽당삼지무늬깔따구
Stictochironomus akizukii,얼룩다리반지깔따구
Stictochironomus han,한반지깔따구
Stictochironomus sinsauensis,신사우반지깔따구
Micropsectra shouharasima,하라섬소장부깔따구
Tanytarsus ahyoni,아현장부깔따구
Tanytarsus akantertius,집게장부깔따구
Tanytarsus kiseogi,기석장부깔따구
Tanytarsus neotamaoctavus,꼬부랑장부깔따구
Tanytarsus oyamai,오야마장부깔따구
Tanytarsus reei,리장부깔따구
Tanytarsus seohyoni,서현장부깔따구
Tanytarsus smolandicus,황백장부깔따구
Tanytarsus synyunosecundus,말꼬리장부깔따구
Tanytarsus takahashii,다까하시장부깔따구
Tanytarsus tamagotoi,가위장부깔따구
Tanytarsus tamaoctavus,혼슈장부깔따구
Tanytarsus uresiacutus,즐거워장부깔따구
Tanytarsus yoni,연장부깔따구
Ablabesmyia jogancornua,겹친꼬리알락깔따구
Plecia adiastola,우단털파리
Bradysia difformis,쌍형검정날개버섯파리
Laphria bilykovae,빌리코브파리매
Laphria hakiensis,배검정뒤영벌파리매
Orthogonis nitididorsalis,검은광택파리매
Psilocephala sauteri,조터좀파리매
Tabanus amaenus,수염등에
Tabanus nipponicus,일본등에
Tabanus pleskei,동쪽등에
Tabanus toshiokai,애기줄등에
Cardiastethus exiguus,명아주꽃노린재
Lasiochilus (Dilasia) japonicus,고목노린재
Lyctocoris beneficus,천적꽃노린재
Deraeocoris (Deraeocoris) sanghonami,알락무늬장님노린재
Deraeocoris yasuganai,검정줄무늬장님노린재
Lygocoris (Lygocoris) idoneus,울도초록장님노린재
Phytocoris (Ktenocoris) nowickyi,진알락장님노린재
Phytocoris (Phytocoris) intricatus,알락장님노린재
Phytocoris (Phytocoris) longipennis,길쭉알락장님노린재
Phytocoris (Phytocoris) shabliovskii,산알락장님노린재
Proboscidocoris varicornis,큰흰솜털검정장님노린재
Stenodema rubrinerve,보리장님노린재
Halticus bicoloratus,애깡충장님노린재
Halticus insularis,검정뛰어장님노린재
Plagiognathus amurensis,발해다리장님노린재
Plagiognathus collaris,쑥다리장님노린재
Psallus (Apocremnus) michaili,검정우리장님노린재
Psallus (Calopsallus) tesongsanicus,대성산우리장님노린재
Psallus (Hylopsallus) suwonanus,수원장님노린재
Psallus (Mesopsallus) samdzijonicus,삼지연우리장님노린재
Psallus (Phylidea) cinnabarinus,선홍우리장님노린재
Psallus (Phylidea) ernsti,작은우리장님노린재
Psallus (Phylidea) flavescens,주황우리장님노린재
Psallus (Phylidea) loginovae,단풍우리장님노린재
Psallus (Psallus) cheongtaensis,청태장님노린재
Psallus (Psallus) koreanus,우리장님노린재
Psallus (Psallus) sanguinarius,진우리장님노린재
Gorpis japonicus,노랑긴쐐기노린재
Gorpis brevilineatus,빨간긴쐐기노린재
Nabis limbatus,북쪽긴쐐기노린재
Nabis reuteri,로이터쐐기노린재
Nabis flavomarginatus,둘레쐐기노린재
Nabis intermedius,민쐐기노린재
Nabis stenoferus,긴날개쐐기노린재
Nabis capsiformis,등줄갈색날개쐐기노린재
Stephanitis (Stephanitis) ambigua,생강나무방패벌레
Stephanitis (Stephanitis) fasciicarina,후박나무방패벌레
Stephanitis (Stephanitis) nashi nashi,배나무방패벌레
Stephanitis (Stephanitis) nashi suigensis,찔레방패벌레
Stephanitis (Stephanitis) oberti,설악방패벌레
Stephanitis (Stephanitis) propinqua,큰진달래방패벌레
Stephanitis (Stephanitis) pyrioides,진달래방패벌레
Tingis (Neolasiotropis) yasumatsui,긴털쑥방패벌레
Gerris (Gerris) babai,맵시소금쟁이
Gerris nepalensis,엿소금쟁이
Gerris (Gerriselloides) brachynotus,등빨간민날개소금쟁이
Gerris (Macrogerris) gracilicornis,등빨간소금쟁이
Gerris (Macrogerris) insularis,섬소금쟁이
Gerris (Macrogerris) yezoensis,동해소금쟁이
Saldula reticollis,팔공갯노린재
Sigara (Sigara) weymarni,꼭지방물벌레
Sigara (Tropocorixa) bellura,진방물벌레
Sigara (Tropocorixa) formosana,대만물벌레
Sigara (Tropocorixa) gaginae,극동진방물벌레
Sigara (Tropocorixa) paivai,남쪽진방물벌레
Spilostethus hospes hospes,두점빨간긴노린재
Rhyparochromus pini,무늬긴노린재
Carpocoris (Carpocoris) purpureipennis,홍보라노린재
Carpocoris (Manciurocoris) seidenstueckeri,알락홍보라노린재
Dolycoris baccarum,알락수염노린재
Macromia manchurica,만주잔산잠자리
Oxyethira josifovi,이슬방울애날도래
Nemotaulius (Macrotaulius) coreanus,고려우묵날도래
Nemotaulius (Macrotaulius) mutatus,어리우묵날도래
Ceraclea (Athripsodina) annulicornis,반지나비날도래
Latrunculia ikematsui,도둑나팔해면
Coelosphaera physa,거품강해면
Forcepia japonica,왜핀셋해면
Forcepia solustylota,핀셋해면
Lissodendoryx firma,뇌산호끈적해면
Lissodendoryx isodictyalis,두드럭끈적해면
Clathria parva,작은침유령해면
Clathria dayi,데이침유령해면
Clathria gradalis,판상유령해면
Mycale adhaerens,깃해면
Mycale macginitiei,큰바늘뼈해면
Myxilla sigmatifera,시그마끈적해면
Myxilla bivalvia,덥게끈적해면
Myxilla compressa,덜렁끈적해면
Myxilla productus,긴끈적해면
Myxilla rosacea,장미끈적해면
Myxilla setoensis,넓적끈적해면
Ceratopsion clavatum,곤봉뿔해면
Aulospongus villosus,느슨털해면
Tedania brevispiculata,테다니해면
Tedania ignis,환상테다니해면
Tedania oligostyla,빈침테다니해면
Tedania rhoi,로이테다니해면
Tedania tubulifera,관테다니해면
Halichondria sitiens,시티엔스해면
Halichondria okadai,검정해변해면
Halichondria oshoro,황록해변해면
Halichondria panicea,회색해변해면
Callyspongia ramosa,가지예쁜이해면
Callyspongia subarmigera,가시예쁜이해면
Callyspongia patula,펼친예쁜이해면
Haliclona perlucida,진주보라해면
Halichondria semitubulosa,반관아도시해면
Haliclona oculata,눈보라해면
Haliclona cinerea,재빛아도시해면
Haliclona clathrata,무늬보라해면
Haliclona brondstedi,브론스테디보라해면
Petrosia nigricans,검정바위해면
Petrosia ushitsuensis,바위해면
Petrosia corticata,불똥해면
Bergquistia coreanus,한국버퀴스트해면
Leucandra sagmiana,거친나팔해면
Diphasia palmata,넓은입히드라
Schizoporella nivea,구멍이끼벌레
Chaetonotus heterospinosus,이형가시새앙쥐벌레
Chaetonotus persetosus,꼬마새앙쥐벌레
Chaetonotus polyspinosus,털보새앙쥐벌레
Chaetonotus heideri,헤이데리새앙쥐벌레
Chaetonotus bisacer,갈래가시대새앙쥐벌레
Chaetonotus succinctus,민가시대새앙쥐벌레
Henricia saguinolenta,빨간애기불가사리
Coronaster volsellata,왕관불가사리
Gorgonocephalus dolichodactylus,긴자루삼천발이
Gorgonocephalus tuberosus,혹삼천발이
Holothuria pardalis,점해삼
Holothuria hilla,개해삼
Holothuria pervicax,눈해삼
Pseudocnus echinatus,성게광삼
Pseudocnus pawsoni,파우손모조해삼
Lipotrapeza japonica,화문해삼
Antedon parviflora,가는수염예쁜갯고사리
Antedon serrata,가시예쁜갯고사리
Brachionus angularis angularis,모난완미윤충
Brachionus leydigii rotundus,민볼기완미윤충
Asplanchna sieboldii,지볼트쌈지윤충
Lecane ludwigii,뾰족꼬리술잔윤충
Axonchium vaginatum,솔재창선충
Axonchium asacculum,아사쿠룸창선충
Trichinella britovi,브리토프선모충
Trichinella murrelli,머렐선모충
Trichinella nativa,극지선모충
Trichinella nelsoni,넬손선모충
Trichinella papuae,파푸아선모충
Trichinella pseudospiralis,위선모충
Trichinella spiralis,선모충
Trichinella zimbabwensis,짐바브웨선모충
Ditylenchus acutus,도동줄기선충
Ditylenchus myceliophagus,풍산줄기선충
Heterodera elachista,벼씨스트선충
Heterodera glycines,콩씨스트선충
Heterodera oryzae,왕벼씨스트선충
Crossonema dryum,대둔비늘주름선충
Neolobocriconema insulicum,옥수수비늘주름선충
Paratylenchus steineri,팥가는침선충
Strongyloides westeri,말분선충
Oesophagostomum columbianum,콜럼비아장결절충
Oesophagostomum dentatum,돼지장결절충
Oesophagostomum radiatum,소장결절충
Oesophagostomum venulosum,산양장결절충
Protostrongylus rufescens,적색폐충
Japanioiulus lobatus,어리갈퀴노래기
Anaulaciulus koreanus boninensis,무인갈퀴노래기
Megalotyla glabra,큰가시노래기
Hoffmaneuma exiguum,긴털노래기
Conculus lyugadinus,도토리거미
Piratula knorri,크노르늑대거미
Phrurolithus festivus,평창도사거미
Paratrachelas acuminus,한국괭이거미
Xysticus conflatus,달성게거미
Feltria cornuta japonica,뿔이끼물응애
Feltria minuta,외좀이끼물응애
Cheletomorpha lepidopterorum,긴다리발톱진드기
Eucheyletia flabellifera,큰집게비늘모양새털진드기
Eucheyletia harphia,비늘모양새털진드기
Nicotiella asiatica,아시아갑옷응애
Scutacarus crassisetus plumosus,털복실바가지응애
Tarsonemus fusarii,균식먼지응애
Tenuipalpus zhizhilashviliae,감나무애응애
Neoschoengastia asakawai,작은새방울털진드기
Neoschoengastia muncheonensis,문천새방울털진드기
Neoschoengastia paenitens,작은곤봉새방울털진드기
Neoschoengastia posekanyi,직박구리새방울털진드기
Neoschoengastia ripariae,곤봉새방울털진드기
Neoschoengastia shirai,큰새방울털진드기
Neotrombicula japonica,사륙털진드기
Neotrombicula southardi,외털끝마디털진드기
Neotrombicula talmiensis,이팔털진드기
Neotrombicula pomeranzevi,북방털진드기
Neotrombicula gardellai,아랑털진드기
Neotrombicula nagayoi,하니털진드기
Neotrombicula kwangneungensis,광릉털진드기
Neotrombicula mitamurai,어리둥근혀털진드기
Neotrombicula tamiyai,둥근혀털진드기
Haemaphysalis concinna,매부리피참진드기
Ixodes monospinosus,단극참진드기
Euryparasitus zeongzuensis,쥐둥지애좀진드기
Euparholaspulus primoris,창응애붙이
Microspinturnix koreicus,조선관코박쥐좀진드기
Neoseiulus fallacis,팔라시스이리응애
Liochthonius strenzkei,혹마디응애
Mesoplophora japonica,어리조개응애
Perlohmannia gigantea,장수응애
Perlohmannia coiffaiti,외발톱장수응애
Hoplophorella cucullata,꽃조개응애
Hoplophthiracarus ishikawai,이시카와곰보조개응애
Hoplophthiracarus kugohi,쿠고곰보조개응애
Heminothrus yamasakii,야마사키왕응애
Nothrus pratensis,큰코그물왕응애
Nanhermannia parallela,가는해면응애
Liacarus orthogonios,민달걀응애
Ceratotenuiala echigoensis,이빨지게쌍가시응애
Xenillus tegeocranus,곰보응애
Gibbicepheus kanekoi,가네코검둥이응애
Scheloribates praeincisus,민판날개응애
Scheloribates rigidisetosus,곡옥판날개응애
Ceratozetes mediocris,골잔날개응애
Achipteria alpestris,뫼뿔날개응애
Achipteria imperfecta,우비뿔날개응애
Pergalumna magnipora capillaris,큰구멍나비응애
Ampithoe valida shimizuensis,오목손참옆새우
Jesogammarus koreaensis,민가시예소옆새우
Jesogammarus ilhoii,빗살무늬가시예소옆새우
Protohyale pumila,꼬마채찍해조숨이옆새우
Jassa falcata,가시꼬리육질꼬리옆새우붙이
Ceradocus koreanus,가시옷멜리타옆새우
Eusiroides japonica,극동짧은채찍옆새우
Dichelaspis orthogonia,큰머리게속살이
Acartia hudsonica,허드슨작은노벌레
Acartia omorii,오모리작은노벌레
Acartia erythraea,붉은작은노벌레
Acartia pacifica,태평작은노벌레
Acartia spinicauda,가시꼬리작은노벌레
Tortanus dextrilobatus,세잎부푼긴노벌레
Tortanus spinicaudatus,가시부푼긴노벌레
Attheyella coreana,털보딱정장수노벌레
Attheyella orientalis,동방털보딱정장수노벌레
Bryocamptus umiatensis,알라스카이끼장수노벌레
Bryocamptus nivalis,이끼장수노벌레
Bryocamptus zschokkei caucasicus,코카삭이끼장수노벌레
Schizopera neglecta,민짜갈래장수노벌레
Goniopsyllus rostratus,부리각진왕비장수노벌레
Kushia gamoi,가모딱정노벌레
Mnium heterophyllum,꼬마초롱이끼
Mnium lycopodioides,납작맥초롱이끼
Mnium marginatum,들초롱이끼
Mnium orthorhynchum,산초롱이끼
Mnium spinosum,가시초롱이끼
Mnium stellare,별꼴초롱이끼
Mnium thomsonii,처녀초롱이끼
Aulacomnium aristatum,등잎이끼
Hygrohypnum molle,고산물속이끼
Rhynchostegium eustegium,아기양털부리이끼
Pylaisiadelpha tenuirostris,낫털거울이끼
Asterella leptophylla,금강꽃잎우산이끼
Frullania fuscovirens,겉지네이끼
Solenostoma fusiformis,방추형망울이끼
Cypselurus agoo,날치
Cypselurus hiraii,제비날치
Cypselurus poecilopterus,새날치
Priacanthus hamrur,홍옥치
Priacanthus macracanthus,홍치
Caranx bucculentus,술전갱이
Caranx sexfasciatus,줄전갱이
Stichaeus nozawae,큰눈장갱이
Neosynchiropus morrisoni,알롱양태
Chaenogobius annularis,점망둑
Chaenogobius gulosus,별망둑
Anas zonorhyncha,흰뺨검둥오리
Ardea intermedia,중백로
Aquila fasciata,흰배줄무늬수리
Nisaetus nipalensis,뿔매
Rallus indicus,흰눈썹뜸부기
Charadrius hiaticula,흰죽지꼬마물떼새
Charadrius placidus,흰목물떼새
Charadrius dubius,꼬마물떼새
Charadrius alexandrinus,흰물떼새
Charadrius mongolus,왕눈물떼새
Charadrius atrifrons,검은이마왕눈물떼새
Charadrius leschenaultii,큰왕눈물떼새
Charadrius veredus,큰물떼새
Limosa limosa,흑꼬리도요
Limosa lapponica,큰뒷부리도요
Cepphus carbo,흰눈썹바다오리
Cuculus optatus,벙어리뻐꾸기
Tyto longimembris,가면올빼미
Caprimulgus jotaka,쏙독새
Periparus ater,진박새
Sittiparus varius,곤줄박이
Parus cinereus,박새
Alauda arvensis,종다리
Acrocephalus orientalis,개개비
Acrocephalus bistrigiceps,쇠개개비
Acrocephalus agricola,북방쇠개개비
Sylvia curruca,쇠흰턱딱새
Suthora webbiana,붉은머리오목눈이
Larvivora sibilans,울새
Cyanoptila cumatilis,대륙큰유리새
Apodemus chejuensis,제주등줄쥐
Dermamoeba granifera,고구마아메바
Pleurostomum flabellatum,고염가슴막홈편모충
Heteromita globosa,이형둥근편모충
Protaspa verrucosa,혹프로타스파충
Lagenammina difflugiformis,흐름유사병유공충
Textularia sagittula,화살나선꼬임유공충
Tritaxis fusca,검정삼축유공충
Cancris auricula,귀은행게유공충
Bolivina ordinaria,보통살유공충
Globocassidulina depressa,눌린공헬멧유공충
Paracassidulina quasicarinata,유사용골부헬멧유공충
Cassidulina norvangi,노르방헬멧유공충
Nonion japonicum,작은참제비꽃유공충
Nonionella stella,별비제비꽃유공충
Uvigerina auberiana,가지포도유공충
Siphogenerina raphanus,무관형성유공충
Fissurina crucifera,십자홈유공충
Fissurina semimarginata,반가장자리홈유공충
Oolina catenulata,작은사슬각알유공충
Globigerinoides quadrilobatus,사엽유사겹유공충
Globigerinoides quadrilobatus trilobatus,삼사엽유사겹유공충
Uroleptopsis citrina,연노랑망횡극모충
Selaginella remotifolia,비늘이끼
Odontosoria chinensis,바위고사리
Pteris nipponica,알록큰봉의꼬리
Woodsia microsora,금강가물고사리
Athyrium melanolepis,북새발고사리
