□ 2023년말 보호수 지정 세부현황,,,,,,,,,,,,,,,,,,,,,,,
,,,보호수 본수,13870,,,,,,,,,,,,,,,,,,,
,,,보호수 수종 개수,153.99999999997078,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1.지정정보,,,,,2.명칭정보,,,3.위치정보,,,,4.관리정보,5.개체정보,,,,,,,,,,
지정기관,지정번호,지정본수,지정유형,세부지정유형,대분류,수종명(국명),수종명(학명),시군구명,세부 주소,지목유형,생육지형,지정일,지정일기준수령(년),2023년기준수령(년),수고(cm),흉고직경(cm),흉고둘레(cm),,,,,,
경상남도,12-14-2,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,양산시,용당동 1187,도로,평탄지,1982.11.10,700,740,2200,200,628,,,,,,
경상남도,12-14-8-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,양산시,소주동 1253-10,도로,평탄지,1983.01.01,400,439,2300,142,445,,,,,,
경상남도,12-14-8-8-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,양산시,주진동 210-1,종교용지,평탄지,1983.01.01,300,339,2300,130,408,,,,,,
경상남도,12-14-8-7-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,양산시,평산동 1108-175,하천,평탄지,1983.01.01,300,339,2300,150,471,,,,,,
경상남도,12-10-1-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,의령읍 서동리 302-2,도로,평탄지,1982.09.20,280,319,1800,121,380,,,,,,
경상남도,12-10-1-4-1,1,노거수,풍치목,버드나무,왕버들,Salix chaenomeloides,의령군,의령읍 무전리 770-1,도로,경사지,1997.09.24,100,124,2000,63,200,,,,,,
경상남도,12-10-1-4-1,1,노거수,풍치목,버드나무,왕버들,Salix chaenomeloides,의령군,의령읍 무전리 770-1,도로,경사지,1997.09.24,100,124,2600,162,509,,,,,,
경상남도,12-10-1-9-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,의령군,의령읍 대산리 1079-1,전,평탄지,1982.09.20,300,339,2200,121,380,,,,,,
경상남도,12-10-1,1,노거수,풍치목,소나무,소나무,Pinus densiflora Siebold & Zucc.,의령군,가례면 운암리 산122,임야,평탄지,1982.09.20,250,289,1000,105,330,,,,,,
경상남도,12-10-2,1,희귀목,풍치목,기타,무환자나무,Sapindus mukorossi,의령군,가례면 수성리 산14-1,임야,산비탈,1982.09.20,310,349,1700,110,350,,,,,,
경상남도,12-10-2,1,희귀목,풍치목,기타,무환자나무,Sapindus mukorossi,의령군,가례면 수성리 산14-1,임야,산비탈,1982.09.21,310,349,1400,40,126,,,,,,
경상남도,12-10-2-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,가례면운암리 845,도로,평탄지,1982.09.20,380,419,2500,143,450,,,,,,
경상남도,12-10-2-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,가례면운암리 845,도로,평탄지,1982.09.20,380,419,2500,200,628,,,,,,
경상남도,12-10,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,칠곡면 신포리 742-12,대지,평탄지,1982.09.20,510,549,2500,238,750,,,,,,
경상남도,12-07-25,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,의령군,칠곡면 내조리 740,대지,평탄지,1982.09.20,260,299,2500,124,390,,,,,,
경상남도,12-10-3-1,1,노거수,풍치목,기타,푸조나무,Aphananthe aspera,의령군,칠곡면 외조리 558-1,대지,평탄지,1982.09.20,300,339,2000,121,380,,,,,,
경상남도,44019,1,노거수,풍치목,기타,푸조나무,Aphananthe aspera,의령군,의령읍 대산리 556,도로,평탄지,2020.07.07,300,301,1500,127,400,,,,,,
경상남도,12-11,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,의령군,대의면 행정리 449,대지,평탄지,1982.09.20,500,539,3500,127,400,,,,,,
경상남도,12-10-15,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,대의면 중촌리 820-2,도로,평탄지,1997.09.24,450,474,2200,127,400,,,,,,
경상남도,12-10-4-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,의령군,대의면 마쌍리 50-6,도로,평탄지,1982.09.20,200,239,2000,117,370,,,,,,
경상남도,12-10-4-2,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,의령군,대의면 행정리 449,도로,평탄지,1997.09.24,300,324,2000,111,350,,,,,,
경상남도,12-10-4-3,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,대의면 중촌리 산16-3,임야,평탄지,1997.09.24,300,324,2000,180,565,,,,,,
경상남도,12-10-4,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,화정면 화양리 1240,도로,평탄지,1982.09.20,400,439,2000,226,710,,,,,,
경상남도,12-10-5-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,화정면 석천리 520,도로,평탄지,1982.09.20,250,289,2500,121,380,,,,,,
경상남도,12-10-5-1-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,화정면 상정리 531-1,대지,평탄지,1982.09.20,280,319,2400,136,430,,,,,,
경상남도,12-10-5-1-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,화정면 상정리 1545-91,도로,평탄지,1982.09.20,220,259,2200,207,650,,,,,,
경상남도,12-10-5-1-2,1,노거수,풍치목,기타,푸조나무,Aphananthe aspera,의령군,화정면 상정리 1545-91,도로,평탄지,1982.09.20,220,259,1800,110,345,,,,,,
경상남도,12-10-5-2-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,화정면 가수리 208-8,대지,평탄지,1982.09.20,280,319,2200,146,460,,,,,,
경상남도,12-10-5-3-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,화정면 덕교리 1136-4,대지,평탄지,1982.09.20,250,289,2500,143,450,,,,,,
경상남도,12-10-5-5-4,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,화정면 상일리 720-1,대지,평탄지,1982.09.20,270,309,2000,105,330,,,,,,
경상남도,12-10-6-2-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,용덕면 이목리 79-5,대지,평탄지,1982.09.20,250,289,1800,101,320,,,,,,
경상남도,12-10-6-4-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,의령군,용덕면 와요리 584,답,충적지,1982.09.20,200,239,3000,114,360,,,,,,
경상남도,12-10-6-4-2,1,노거수,풍치목,기타,푸조나무,Aphananthe aspera,의령군,용덕면 와요리 579,대지,평탄지,1982.09.20,250,289,2500,111,350,,,,,,
경상남도,12-10-6-4-2,1,노거수,풍치목,기타,푸조나무,Aphananthe aspera,의령군,용덕면 와요리 579,대지,평탄지,1982.09.20,250,289,2300,120,380,,,,,,
경상남도,12-10-6,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,정곡면 성황리 1545,대지,평탄지,1982.09.20,300,339,2500,168,530,,,,,,
경상남도,12-10-7-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,정곡면 중교리 368-2,도로,평탄지,1982.09.20,260,299,2500,168,530,,,,,,
경상남도,12-10-7-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,정곡면 중교리 1554-12,도로,평탄지,1982.09.20,260,299,2500,168,530,,,,,,
경상남도,12-10-7-2-1,1,노거수,풍치목,기타,상수리나무,Quercus acutissima,의령군,정곡면 죽전리 산63-1,임야,산비탈,1982.09.20,150,189,2000,63,200,,,,,,
경상남도,12-12,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,지정면 오천리 610(중앙),도로,평탄지,1982.09.20,500,539,2600,236,740,,,,,,
경상남도,12-12,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,지정면 오천리 610(우측),도로,평탄지,1982.09.20,500,539,2400,254,800,,,,,,
경상남도,12-10-11,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,지정면 태부리 1079,도로,평탄지,1982.09.20,400,439,2500,165,520,,,,,,
경상남도,12-10-8-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,지정면 두곡리 650,도로,평탄지,1982.09.20,400,439,2500,181,570,,,,,,
경상남도,12-10-8-3-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,지정면 두곡리 관동 400 ,도로,평탄지,1982.09.20,300,339,2800,133,420,,,,,,
경상남도,12-10-8-7-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,지정면 득소리 803-2,대지,평탄지,1982.09.20,290,329,2200,133,420,,,,,,
경상남도,12-10-9-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,의령군,낙서면 전화리 1295,대지,평탄지,1982.09.20,350,389,2500,111,350,,,,,,
경상남도,12-10-16,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,낙서면 전화리 1206,대지,평탄지,1997.09.24,450,474,2500,146,460,,,,,,
경상남도,12-10-16,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,낙서면 전화리 1206,대지,평탄지,1997.09.24,450,474,2300,220,691,,,,,,
경상남도,12-07-26,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,부림면 권혜리 148,임야,산비탈,2007.09.13,300,314,2200,134,420,,,,,,
경상남도,12-10-10-3-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,부림면 막곡리 산 21-2,임야,산비탈,1982.09.20,300,339,2500,124,390,,,,,,
경상남도,12-10-10-10-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,부림면 익구리 818,도로,평탄지,1982.09.20,290,329,2400,114,360,,,,,,
경상남도,12-10-14,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,봉수면 죽전리 1364,도로,평탄지,1982.09.20,350,389,2500,208,650,,,,,,
경상남도,12-10-24,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,의령군,봉수면 서득리 358-1,대지,평탄지,2007.10.11,280,294,2100,74,230,,,,,,
경상남도,12-10-11-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,봉수면 청계리 18,도로,평탄지,1982.09.20,300,339,2500,192,600,,,,,,
경상남도,12-10-11-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,봉수면 죽전리 1356,대지,평탄지,1982.09.20,280,319,2500,192,600,,,,,,
경상남도,12-10-11-3,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,봉수면 서암리 508,대지,평탄지,1997.09.24,300,324,2200,196,615,,,,,,
경상남도,12-10-11-4,1,노거수,풍치목,기타,상수리나무,Quercus acutissima Carruth,의령군,봉수면 서암리 산56,임야,산비탈,1997.09.24,250,274,2200,164,515,,,,,,
경상남도,12-10-11-4,1,노거수,풍치목,기타,상수리나무,Quercus acutissima Carruth,의령군,봉수면 서암리 814,임야,산비탈,1997.09.24,250,274,2200,164,515,,,,,,
경상남도,12-10-11-3-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,봉수면 서암리 326,도로,평탄지,1982.09.20,300,339,2500,121,380,,,,,,
경상남도,12-10-12-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,궁류면 토곡리1310,도로,평탄지,1982.09.20,350,389,2500,152,480,,,,,,
경상남도,12-10-12-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,궁류면 운계리 948,도로,평탄지,1982.09.20,300,339,2500,184,580,,,,,,
경상남도,12-10-12-3,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,궁류면 계현리 313,도로,평탄지,1982.09.20,300,339,2200,143,450,,,,,,
경상남도,12-10-12-12-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,의령군,궁류면 평촌리 1719-3,도로,산비탈,1982.09.20,300,339,2000,207,650,,,,,,
경상남도,12-10-12-6-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,의령군,궁류면 압곡리 828,도로,평탄지,1982.09.20,220,259,2500,127,400,,,,,,
경상남도,12-13,1,노거수,풍치목,버드나무,왕버들,Salix chaenomeloides,함안군,가야읍 신음리 37-3,답,평탄지,1982.11.10.,510,549,1400,134,420,,,,,,
경상남도,43811,1,보호수,풍치목,버드나무,왕버들,Salix chaenomeloides,함안군,가야읍 사내리 655-2,답,평탄지,2019.12.12,250,252,2000,150,471,,,,,,
경상남도,12-14,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,가야읍 신음리 20,전,경사지,1982.11.10.,512,551,1500,208,650,,,,,,
경상남도,12-11-1-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,함안군,가야읍 신음리 310-1,잡종지,평탄지,1982.11.10.,260,299,1500,144,450,,,,,,
경상남도,12-15,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,가야읍 검암리 108,대지,평탄지,1982.11.10.,610,649,1500,272,850,,,,,,
경상남도,12-11-1-2-2,1,노거수,풍치목,버드나무,왕버들,Salix chaenomeloides,함안군,가야읍 검암리 290-1,하천,평탄지,1982.11.10.,100,139,1200,166,520,,,,,,
경상남도,12-16,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,가야읍 혈곡리 645-13,잡종지,평탄지,1982.11.10,710,749,1000,162,510,,,,,,
경상남도,12-11-1-3-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,가야읍 광정리 1527-2,임야,평탄지,1982.11.10,390,429,1200,112,350,,,,,,
경상남도,12-11-1-3-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,가야읍 광정리 1527-2,임야,평탄지,1982.11.10,390,429,1200,112,350,,,,,,
경상남도,12-11-1,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,함안군,함안면 봉성리 859-49,임야,평탄지,1982.11.10,510,549,3200,202,630,,,,,,
경상남도,12-11-2-1,1,노거수,풍치목,버드나무,왕버들,Salix chaenomeloides,함안군,함안면 대산리 387,잡종지,평탄지,1982.11.10,260,299,1800,128,400,,,,,,
경상남도,12-11-2-1,1,노거수,풍치목,버드나무,왕버들,Salix chaenomeloides,함안군,함안면 대산리 387,잡종지,평탄지,1982.11.10,260,299,1800,128,400,,,,,,
경상남도,12-22-2-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,함안면 파수리 180-1,대지,평탄지,1982.11.10,210,249,2000,198,620,,,,,,
경상남도,12-11-2-5-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,함안면 강명리 502,답,평탄지,1982.11.10,310,349,2300,162,510,,,,,,
경상남도,12-3-9,1,희귀목,풍치목,기타,돌배나무,Pyrus pyrifolia,함안군,함안면 북촌리 산 37,임야,경사지,2003.11.18,300,318,1300,42,130,,,,,,
경상남도,12-11-3-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,군북면 오곡리 562,답,평탄지,1982.11.10,210,249,1800,106,330,,,,,,
경상남도,12-11-3-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,군북면 사촌리 921,구거,평탄지,1982.11.10,310,349,2000,156,490,,,,,,
경상남도,12-11-3-3,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,함안군,군북면 원북리 592,대지,평탄지,1982.11.10,500,539,2000,108,340,,,,,,
경상남도,12-11-3-1-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,군북면 덕대리 1120,잡종지,평탄지,1982.11.10,360,399,1800,144,450,,,,,,
경상남도,12-11-3-1-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,군북면 덕대리 1120,잡종지,평탄지,1982.11.10,360,399,1800,144,450,,,,,,
경상남도,12-11-3-2-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,군북면 중암리 117-1,대지,평탄지,1982.11.10,240,279,1200,116,360,,,,,,
경상남도,12-11-3-3-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,군북면 소포리 293,대지,평탄지,1982.11.10,260,299,1800,174,546,,,,,,
경상남도,12-11-3-7-1,1,노거수,풍치목,기타,이팝나무,Chionanthus retusa,함안군,군북면 원북리 370-2,임야,평탄지,1982.11.10,300,339,1400,92,290,,,,,,
경상남도,12-00-45,1,희귀목,풍치목,기타,시무나무,Hemiptelea davidii,함안군,군북면 동촌리 541-2,임야,평탄지,2000.12.29,610,631,800,188,590,,,,,,
경상남도,12-11-3-4-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,군북면 동촌리 1270,잡종지,평탄지,1982.11.10,160,199,2200,154,480,,,,,,
경상남도,12-11-3-6-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,함안군,군북면 오곡리 450-1,대지,경사지,1982.11.10,310,349,1500,118,370,,,,,,
경상남도,12-00-48,1,희귀목,풍치목,기타,푸조나무,Aphananthe aspera,함안군,군북면 영운리 산 53,임야,경사지,2000.12.29,450,471,1800,132,410,,,,,,
경상남도,12-01-01,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,군북면 명관리 130-1외 1필,임야,평탄지,2001.04.16,200~510,#VALUE!,2300,150,471,,,,,,
경상남도,12-01-01,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,군북면 명관리 130-1외 1필,임야,평탄지,2001.04.16,200~510,#VALUE!,2300,150,471,,,,,,
경상남도,12-01-01,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,군북면 명관리 130-1외 1필,임야,평탄지,2001.04.16,200~510,#VALUE!,2300,150,471,,,,,,
경상남도,12-01-01,1,노거수,풍치목,기타,말채나무,Cornus walteri Wangerin ,함안군,군북면 명관리 130-1외 1필,임야,평탄지,2001.04.16,200~510,#VALUE!,2000,150,471,,,,,,
경상남도,12-01-01,1,노거수,풍치목,기타,말채나무,Cornus walteri Wangerin ,함안군,군북면 명관리 130-1외 1필,임야,평탄지,2001.04.16,200~510,#VALUE!,2000,150,471,,,,,,
경상남도,12-01-01,1,노거수,풍치목,기타,상수리나무,Quercus acutissima ,함안군,군북면 명관리 130-1외 1필,임야,평탄지,2001.04.16,200~510,#VALUE!,2500,150,471,,,,,,
경상남도,2014-12-01,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,군북면 사도리 772-4,임야,경사지,2014.01.17,380,387,2500,200,628,,,,,,
경상남도,12-11-4-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,법수면 대송리 934,임야,경사지,1982.11.10,230,269,1000,150,470,,,,,,
경상남도,12-11-4-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,법수면 대송리 934,임야,경사지,1982.11.10,230,269,1000,150,470,,,,,,
경상남도,12-11-4,1,노거수,풍치목,회화나무,회화나무,Sophora japonica,함안군,대산면 대사리 890-1,잡종지,평탄지,1982.11.10,300,339,1600,118,370,,,,,,
경상남도,12-11-6,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,대산면 서촌리 544,잡종지,평탄지,1982.11.10,330,369,2000,138,430,,,,,,
경상남도,12-11-5-1-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,대산면 부목리 1276-1,전,경사지,1982.11.10,130,169,1600,134,420,,,,,,
경상남도,12-00-47,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,함안군,대산면 장암리 333,대지,평탄지,2000.12.29,650,671,1500,176,550,,,,,,
경상남도,2014-12-02,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,함안군,대산면 장암리 산60-33,임야,평탄지,2014.01.18,400,407,2300,146,460,,,,,,
경상남도,12-19,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,함안군,칠서면 무릉리  224,임야,평탄지,1982.11.10,510,549,2800,176,550,,,,,,
