□ 2023년말 보호수 지정 세부현황,,,,,,,,,,,,,,,,,,,,,,,
,,,보호수 본수,13870,,,,,,,,,,,,,,,,,,,
,,,보호수 수종 개수,153.99999999997078,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1.지정정보,,,,,2.명칭정보,,,3.위치정보,,,,4.관리정보,5.개체정보,,,,,,,,,,
지정기관,지정번호,지정본수,지정유형,세부지정유형,대분류,수종명(국명),수종명(학명),시군구명,세부 주소,지목유형,생육지형,지정일,지정일기준수령(년),2023년기준수령(년),수고(cm),흉고직경(cm),흉고둘레(cm),,,,,,
전라남도,15-5-6-9,1,노목,보목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,광양시,진월면 차사리 68,잡,평탄지,1982.12.3.,320,356,1000,150,450,,,,,,
전라남도,15-5-6-12,1,노목,보목,기타,서어나무,Carpinus laxiflora(Siebold & zucc.) Blume,광양시,진월면 신구리 산108,임,평탄지,1982.12.3.,200,236,1600,120,350,,,,,,
전라남도,15-5-6-15,1,노목,보목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,광양시,진월면 송금리 259,잡,평탄지,1982.12.3.,370,406,2000,140,430,,,,,,
전라남도,15-5-6-16,1,노목,보목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,광양시,진월면 송금리 259,잡,평탄지,1982.12.3.,410,446,1400,150,450,,,,,,
전라남도,15-5-6-17,1,노목,보목,기타,푸조나무,Aphananthe aspera(Thunb) planch,광양시,진월면 송금리 648-1,대,평탄지,1982.12.3.,230,266,2500,150,440,,,,,,
전라남도,15-5-6-18,1,노목,보목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,광양시,진월면 송금리 1037-2,전,평탄지,1982.12.3.,100,136,1900,80,230,,,,,,
전라남도,15-5-6-19,1,노목,보목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,광양시,진월면 월길리 645-1,임,평탄지,1982.12.3.,250,286,2400,120,370,,,,,,
전라남도,15-5-6-20,1,노목,보목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,광양시,진월면 선소리 765-19,구,평탄지,1982.12.3.,100,136,2000,50,150,,,,,,
전라남도,15-5-6-24,1,노목,보목,기타,신갈나무,Quercus mongolica Fisch,광양시,진월면 오사리 1242-3,도,평탄지,2009.12.10,150,159,1800,50,150,,,,,,
전라남도,15-5-6-25,1,노목,보목,기타,갈참나무,Quercus aliena Blume,광양시,진월면 오사리 1242-3,도,평탄지,2009.12.10,150,159,2600,40,100,,,,,,
전라남도,15-5-7-1,1,노목,보목,기타,서어나무,Carpinus laxiflora(Siebold & zucc.) Blume,광양시,다압면 신원리 1662-3,도,평탄지,1982.12.3.,220,256,1200,80,230,,,,,,
전라남도,15-5-7-2,1,노목,보목,기타,상수리나무,Quercus acutissima Carruth,광양시,다압면 신원리 662-1,잡,평탄지,1982.12.3.,350,386,1200,110,320,,,,,,
전라남도,15-5-7-3,1,노목,보목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,광양시,다압면 도사리 135-1,도,평탄지,1982.12.3.,250,286,1200,80,250,,,,,,
전라남도,15-5-7-4,1,노목,보목,기타,푸조나무,Aphananthe aspera(Thunb) planch,광양시,다압면 도사리 1434,구,평탄지,1982.12.3.,380,416,1200,90,280,,,,,,
전라남도,15-5-7-5,1,노목,보목,팽나무,팽나무,Celtis sinensis pers,광양시,다압면 고사리 5-2,답,평탄지,1982.12.3.,250,286,1200,110,340,,,,,,
전라남도,15-5-7-6,1,노목,보목,팽나무,팽나무,Celtis sinensis pers,광양시,다압면 고사리 1039,임,평탄지,1982.12.3.,380,416,1200,120,360,,,,,,
전라남도,15-5-7-7,1,노목,보목,팽나무,팽나무,Celtis sinensis pers,광양시,다압면 신원리 202-1,대,평탄지,1982.12.3.,200,236,1100,50,130,,,,,,
전라남도,15-5-7-8,1,노목,보목,기타,서어나무,Carpinus laxiflora(Siebold & zucc.) Blume,광양시,다압면 신원리 174,임,평탄지,1982.12.3.,150,186,1100,50,130,,,,,,
전라남도,15-5-7-9,1,노목,보목,기타,차나무,Camellia sinensis var. sinensis,광양시,다압면 신원리 762,전,평탄지,2017.11.21,100,101,1100,260,80,,,,,,
전라남도,15-5-8-1,1,노목,보목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,광양시,황길동 324,임,평탄지,1982.12.3.,600,636,1100,130,390,,,,,,
전라남도,15-5-8-2,1,노목,보목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,광양시,황길동 1151,도,평탄지,1982.12.3.,500,536,300,220,660,,,,,,
전라남도,15-5-8-3,1,노목,보목,버드나무,버드나무,Salix koreensis Andersson,광양시,성황동 853-9,천,평탄지,1982.12.3.,300,336,1000,150,450,,,,,,
전라남도,15-5-8-4,1,노목,보목,팽나무,팽나무,Celtis sinensis pers,광양시,황길동 686-10,대,평탄지,1982.12.3.,300,304,1000,60,180,,,,,,
전라남도,15-5-9-1,1,노목,보목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,광양시,중동 1631,잡,평탄지,1982.12.3.,100,136,2000,90,280,,,,,,
전라남도,15-5-9-2,1,노목,보목,팽나무,팽나무,Celtis sinensis pers,광양시,중동 1631,잡,평탄지,1982.12.3.,100,136,1400,60,180,,,,,,
전라남도,15-5-9-3,1,노목,보목,팽나무,팽나무,Celtis sinensis pers,광양시,중동 1260,도,평탄지,2015.6.17.,400,403,1700,110,340,,,,,,
전라남도,15-5-9-4,1,노목,보목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,광양시,마동 1025,도,평탄지,2017.11.21,200,201,2000,330,100,,,,,,
전라남도,15-5-10-1,1,노목,보목,은행나무,은행나무,Ginkgo biba L,광양시,태인동 태인 531,임,평탄지,1982.12.3.,350,386,1900,170,520,,,,,,
전라남도,15-6-1-1,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 백동리(원백동)321,임야,평탄지,1982.12.3.,503,539,2300,232,730,,,,,,
전라남도,15-6-1-2,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 학동리(학동)360-7,임야,평탄지,1982.12.3.,332,368,2000,153,480,,,,,,
전라남도,15-6-1-3,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 가산리 2구 704,잡종지,평탄지,1982.12.3.,215,251,2200,162,510,,,,,,
전라남도,15-6-1-4,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 만성리(완동)1구 110-1,대지,경사지,1982.12.3.,283,319,2500,156,490,,,,,,
전라남도,15-6-1-5,1,거목,정자목,버드나무,왕버들,salix chaenomeloides kimura,담양군,담양읍 백동리(내동)653,도로,평탄지,1982.12.3.,282,318,2000,127,400,,,,,,
전라남도,15-6-1-5,1,거목,정자목,버드나무,왕버들,salix chaenomeloides kimura,담양군,담양읍 백동리(내동)653,도로,평탄지,1982.12.3.,282,318,2600,127,400,,,,,,
전라남도,15-6-1-5,1,거목,정자목,버드나무,왕버들,salix chaenomeloides kimura,담양군,담양읍 백동리(내동)653,도로,평탄지,1982.12.3.,282,318,1200,127,400,,,,,,
전라남도,15-6-1-5,1,거목,정자목,버드나무,왕버들,salix chaenomeloides kimura,담양군,담양읍 백동리(내동)653,도로,평탄지,1982.12.3.,282,318,1200,127,400,,,,,,
전라남도,15-6-1-5,1,거목,정자목,버드나무,왕버들,salix chaenomeloides kimura,담양군,담양읍 백동리(내동)653,도로,평탄지,1982.12.3.,282,318,1200,127,400,,,,,,
전라남도,15-6-1-6,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 강쟁리(두곡)37,잡종지,평탄지,1982.12.3.,232,268,1200,172,540,,,,,,
전라남도,15-6-1-6,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 강쟁리(두곡)37,잡종지,평탄지,1982.12.3.,232,268,1800,172,540,,,,,,
전라남도,15-6-1-7,1,노목,풍치목,팽나무,팽나무,celtis sinensis pers,담양군,담양읍 만성리(완동)39,임야,평탄지,1991.3.27,274,301,2500,115,360,,,,,,
전라남도,15-6-1-8,1,거목,당산목,팽나무,팽나무,celtis sinensis pers,담양군,담양읍 반룡리(반룡)573,잡종지,평탄지,2002.12.2,163,179,1500,83,260,,,,,,
전라남도,15-6-1-9,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 가산리(고가뫼)358,잡종지,평탄지,2005.10.24,360,373,1000,105,330,,,,,,
전라남도,15-6-1-10,1,거목,당산목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 삼다리(내다)457-1,잡종지,평탄지,2006.9.13,159,171,900,96,300,,,,,,
전라남도,15-6-1-10,1,거목,당산목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 삼다리(내다)457-1,잡종지,평탄지,2006.9.13,159,171,1700,96,300,,,,,,
전라남도,15-6-1-10,1,거목,당산목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 삼다리(내다)457-1,잡종지,평탄지,2006.9.13,159,171,1700,96,300,,,,,,
전라남도,15-6-1-11,1,거목,당산목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 삼다리231-1,잡종지,평탄지,2010.7.7,305,313,1700,162,510,,,,,,
전라남도,15-6-1-12,1,희기,풍치목,기타,가시나무,Quercus salicina blume,담양군,담양읍 추성로 1322,대지,평탄지,2010.7.7,155,163,1700,76,240,,,,,,
전라남도,15-6-1-13,1,희기,풍치목,기타,배롱나무,Langrestroemia indicaL,담양군,담양읍 만성리산42-1 ,임야,경사지,2011.6.9,104,111,1700,64,200,,,,,,
전라남도,15-6-1-13,1,희기,풍치목,기타,배롱나무,Langrestroemia indicaL,담양군,담양읍 만성리산42-1 ,임야,경사지,2011.6.9,104,111,1700,64,200,,,,,,
전라남도,15-6-1-13,1,희기,풍치목,기타,상수리나무,Quercus acutissima carruth,담양군,담양읍 만성리산42-1 ,임야,경사지,2011.6.9,104,111,1600,64,200,,,,,,
전라남도,15-6-1-14,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 오계리 667,도로,평탄지,2011.9.29,211,218,2500,166,520,,,,,,
전라남도,15-6-1-15,1,노목,정자목,버드나무,왕버들,salix chaenomeloides kimura,담양군,담양읍 삼만리600-1,잡종지,평탄지,2000.01.12,315,333,1900,210,660,,,,,,
전라남도,15-6-1-15,1,노목,정자목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,담양읍 삼만리600-1,잡종지,평탄지,2000.01.12,315,333,1000,210,660,,,,,,
전라남도,15-6-1-15,1,노목,정자목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,담양읍 삼만리600-1,잡종지,평탄지,2000.01.12,315,333,400,210,660,,,,,,
전라남도,15-6-1-15,1,노목,정자목,팽나무,팽나무,Celtis sinensis pers,담양군,담양읍 삼만리600-1,잡종지,평탄지,2000.01.12,315,333,1600,210,660,,,,,,
전라남도,15-6-1-16,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 삼다리852,구거,평탄지,2013.06.20,402,407,500,146,460,,,,,,
전라남도,15-6-1-16,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,담양읍 삼다리852,구거,평탄지,2013.06.20,402,407,1000,146,460,,,,,,
전라남도,15-6-2-1,1,거목,정자목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,봉산면 제월리 823-3,공한지,평탄지,1982.12.3,301,337,2000,121,380,,,,,,
전라남도,15-6-2-1,1,거목,정자목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,봉산면 제월리 823-3,공한지,평탄지,1982.12.3,301,337,1500,121,380,,,,,,
전라남도,15-6-2-1,1,거목,정자목,팽나무,팽나무,Celtis sinensis pers,담양군,봉산면 제월리 823-3,공한지,평탄지,1982.12.3,301,337,1700,121,380,,,,,,
전라남도,15-6-2-2,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,봉산면 제월리 597-1,대지,평탄지,1982.12.3,261,297,1500,207,650,,,,,,
전라남도,15-6-2-3,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,봉산면 신학리 537-8,도로,평탄지,1982.12.3,261,297,1800,169,530,,,,,,
전라남도,15-6-2-4,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,봉산면 기곡리 953,도로,평탄지,1982.12.3,401,437,1200,140,440,,,,,,
전라남도,15-6-2-5,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,봉산면 연동리 35-1,대지,평탄지,1982.12.3,251,287,1800,134,420,,,,,,
전라남도,15-6-2-5,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,봉산면 연동리 35-1,대지,평탄지,1982.12.3,251,287,2000,134,420,,,,,,
전라남도,15-6-2-5,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,봉산면 연동리 35-1,대지,평탄지,1982.12.3,251,287,2000,134,420,,,,,,
전라남도,15-6-2-6,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,봉산면 유산리(유산)385-1,잡종지,경사지,1982.12.3,251,287,1500,146,460,,,,,,
전라남도,15-6-2-6,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,봉산면 유산리(유산)385-1,잡종지,경사지,1982.12.3,251,287,2000,146,460,,,,,,
전라남도,15-6-2-6,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,봉산면 유산리(유산)385-1,잡종지,경사지,1982.12.3,251,287,1800,146,460,,,,,,
전라남도,15-6-2-6,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,봉산면 유산리(유산)385-1,잡종지,경사지,1982.12.3,251,287,1600,146,460,,,,,,
전라남도,15-6-2-7,1,거목,풍치목,기타,상수리나무,Quercus acutissima carruth,담양군,봉산면 제월리 산65-1,임야,경사지,1982.12.3,251,287,1000,309,970,,,,,,
전라남도,15-6-2-7,1,거목,풍치목,기타,상수리나무,Quercus acutissima carruth,담양군,봉산면 제월리 산65-1,임야,경사지,1982.12.3,251,287,2100,309,970,,,,,,
전라남도,15-6-2-7,1,거목,풍치목,기타,상수리나무,Quercus acutissima carruth,담양군,봉산면 제월리 산65-1,임야,경사지,1982.12.3,251,287,1500,309,970,,,,,,
전라남도,15-6-2-7,1,거목,풍치목,기타,상수리나무,Quercus acutissima carruth,담양군,봉산면 제월리 산65-1,임야,경사지,1982.12.3,251,287,2100,309,970,,,,,,
전라남도,15-6-2-8,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,봉산면 기곡리(상덕)592,도로,평탄지,1982.12.3,351,387,2100,105,330,,,,,,
전라남도,15-6-2-10,1,거목,풍치목,버드나무,버드나무,salix chaenomeloides kimura,담양군,봉산면 와우리477-2,도로,평탄지,1982.12.3,208,244,2100,124,390,,,,,,
전라남도,15-6-2-11,1,거목,풍치목,소나무,소나무,pinus densiflora siebold,담양군,봉산면 삼지리402,잡종지,평탄지,2003.12.10,215,230,1600,35,110,,,,,,
전라남도,15-6-3-1,1,거목,명목,은행나무,은행나무,ginkgo biloba L,담양군,고서면 교산리(교촌)138,임야,경사지,1982.12.3,321,357,1600,166,520,,,,,,
전라남도,15-6-3-1,1,거목,명목,은행나무,은행나무,ginkgo biloba L,담양군,고서면 교산리(교촌)138,임야,경사지,1982.12.3,321,357,1600,166,520,,,,,,
전라남도,15-6-3-2,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,고서면 금현리(운현)165-1,대지,평탄지,1987.9.10,591,622,1600,185,580,,,,,,
전라남도,15-6-3-2,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,고서면 금현리(운현)165-1,대지,평탄지,1987.9.10,591,622,1600,185,580,,,,,,
전라남도,15-6-3-4,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,고서면 분향리(잣정)241-16,잡종지,평탄지,1991.1.7,472,499,1600,137,430,,,,,,
전라남도,15-6-3-5,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,고서면 산덕리(성덕)569-16,도로,평탄지,1982.12.3,351,387,1600,134,420,,,,,,
전라남도,15-6-3-6,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,고서면 산덕리(후산)432-6,도로,평탄지,1982.12.3,301,337,1600,140,440,,,,,,
전라남도,15-6-3-7,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,고서면 분향리(댐밑)110-7,대지,평탄지,1982.12.3,341,377,1600,131,410,,,,,,
전라남도,15-6-3-8,1,거목,풍치목,소나무,소나무,pinus densiflora siebold,담양군,고서면 산덕리(산덕2)산24,임야,평탄지,2005.10.24,260,273,1600,64,200,,,,,,
전라남도,15-6-3-9,1,거목,풍치목,소나무,소나무,pinus densiflora siebold,담양군,고서면 금현리(운현)산160,임야,평탄지,2010.11.15,505,513,1600,80,250,,,,,,
전라남도,15-6-3-10,1,노목,당산목,느티나무,느티나무,Zelkova serrata makino,담양군,고서면 원광리425,도로,평탄지,2013.06.20,402,407,1500,118,370,,,,,,
전라남도,15-6-3-11,1,거목,당산목,팽나무,팽나무,celtis sinensis pers,담양군,고서면 성월리174,대지,평탄지,2013.08.20,402,407,2000,131,410,,,,,,
전라남도,15-6-4-1,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 가암리(혈암)582,도로,평탄지,1982.12.3,350,386,2000,201,630,,,,,,
전라남도,15-6-4-2,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 인암리(인암)72,대지,평탄지,1982.12.3,401,437,2000,194,610,,,,,,
전라남도,15-6-4-3,1,거목,정자목,은행나무,은행나무,ginkgo biloba L,담양군,남면 지곡리(지실)354,도로,평탄지,1982.12.3,353,389,2000,153,480,,,,,,
전라남도,15-6-4-5,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 구산리(장단)554,구거,평탄지,1982.12.3,333,369,2000,121,380,,,,,,
전라남도,15-6-4-5,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 구산리(장단)554,구거,평탄지,1982.12.3,333,369,2000,121,380,,,,,,
전라남도,15-6-4-6,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 가암리(청촌)505,잡종지,평탄지,1982.12.3,351,387,2000,178,560,,,,,,
전라남도,15-6-4-7,1,노목,명목,버드나무,왕버들,salix chaenomeloides kimura,담양군,남면 정곡리(시문)600,하천,평탄지,1991.1.7,174,201,800,134,420,,,,,,
전라남도,15-6-4-8,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 구산리(구산)194-3,임야,평탄지,1983.12.3,372,407,1600,108,340,,,,,,
전라남도,15-6-4-9,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 무동리(무동)333-2,도로,평탄지,1983.12.3,333,368,1000,127,400,,,,,,
전라남도,15-6-4-10,1,노목,정자목,버드나무,버드나무,salix chaenomeloides kimura,담양군,남면 연천리(반석538,하천,계류역,1991.1.7,183,210,1500,159,500,,,,,,
전라남도,15-6-4-11,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 경상리(경상)359,임야,평탄지,1995.8.2,325,348,2000,121,380,,,,,,
전라남도,15-6-4-12,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 인암리(인암)산35-2,임야,경사지,1995.8.2,425,448,1700,150,470,,,,,,
전라남도,15-6-4-13,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 풍암리(풍암)415,도로,평탄지,1995.8.2,220,243,1800,121,380,,,,,,
전라남도,15-6-4-13,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 풍암리(풍암)415,도로,평탄지,1995.8.2,220,243,1500,121,380,,,,,,
전라남도,15-6-4-13,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 풍암리(풍암)415,도로,평탄지,1995.8.2,220,243,1500,121,380,,,,,,
전라남도,15-6-4-14,1,거목,명목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 풍암리(화암)330,잡종지,경사지,1995.8.2,370,393,1700,156,490,,,,,,
전라남도,15-6-4-15,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 풍암리418 ,도로,평탄지,2006.09.13,309,321,1500,159,500,,,,,,
전라남도,15-6-4-16,1,거목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 가암리601,도로,경사지,2012.4.12,203,209,1600,127,400,,,,,,
전라남도,15-6-4-16,1,거목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 가암리601,도로,경사지,2012.4.12,203,209,1000,127,400,,,,,,
전라남도,15-6-4-17,1,거목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,남면 무동리 162,잡종지,평탄지,2015.4.6,250,253,1600,108,340,,,,,,
전라남도,15-6-4-19,1,거목,풍치목,회화나무,회화나무,,담양군,남면 연천리 165-2,도로,평탄지,2020.11.25,,400,2800,180,565,,,,,,
전라남도,15-6-5-1,1,거목,당산목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 장화리 산19,임야,경사지,1994.5.9,427,451,1600,232,730,,,,,,
전라남도,15-6-5-2,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 창평리82-2,대지,평탄지,1982.12.3,371,407,1600,175,550,,,,,,
전라남도,15-6-5-2,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 창평리82-2,대지,평탄지,1982.12.3,371,407,1800,175,550,,,,,,
전라남도,15-6-5-3,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 유천리 498-4,도로,평탄지,1982.12.3,401,437,700,150,470,,,,,,
전라남도,15-6-5-3,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 유천리 498-4,도로,평탄지,1982.12.3,401,437,1500,150,470,,,,,,
전라남도,15-6-5-4,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 외동리487,잡종지,평탄지,1982.12.3,281,317,1500,108,340,,,,,,
전라남도,15-6-5-4,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 외동리487,잡종지,평탄지,1982.12.3,281,317,1600,108,340,,,,,,
전라남도,15-6-5-5,1,노목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 창평리(삼천)475-1,대지,평탄지,1982.12.3,201,237,2000,137,430,,,,,,
전라남도,15-6-5-5,1,노목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 창평리(삼천)475-1,대지,평탄지,1982.12.3,201,237,1000,137,430,,,,,,
전라남도,15-6-5-5,1,노목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 창평리(삼천)475-1,대지,평탄지,1982.12.3,201,237,1200,137,430,,,,,,
전라남도,15-6-5-5,1,노목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 창평리(삼천)475-1,대지,평탄지,1982.12.3,201,237,1000,137,430,,,,,,
전라남도,15-6-5-5,1,노목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 창평리(삼천)475-1,대지,평탄지,1982.12.3,201,237,1000,137,430,,,,,,
전라남도,15-6-5-5,1,노목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 창평리(삼천)475-1,대지,평탄지,1982.12.3,201,237,1000,137,430,,,,,,
전라남도,15-6-5-5,1,노목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 창평리(삼천)475-1,대지,평탄지,1982.12.3,201,237,1800,137,430,,,,,,
전라남도,15-6-5-6,1,노목,정자목,버드나무,버드나무,salix chaenomeloides kimura,담양군,창평면 유곡리(연화촌)33-2,도로,평탄지,1982.12.3,181,217,1800,156,490,,,,,,
전라남도,15-6-5-6,1,노목,정자목,버드나무,버드나무,salix chaenomeloides kimura,담양군,창평면 유곡리(연화촌)33-2,도로,평탄지,1982.12.3,181,217,2000,156,490,,,,,,
전라남도,15-6-5-6,1,노목,정자목,버드나무,버드나무,salix chaenomeloides kimura,담양군,창평면 유곡리(연화촌)33-2,도로,평탄지,1982.12.3,181,217,1800,156,490,,,,,,
전라남도,15-6-5-6,1,노목,정자목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,창평면 유곡리(연화촌)33-2,도로,평탄지,1982.12.3,181,217,2000,156,490,,,,,,
전라남도,15-6-5-8,1,거목,정자목,팽나무,팽나무,Celtis sinensis pers,담양군,창평면 오강리(양산)208-2,임야,평탄지,1995.8.2,235,258,2000,108,340,,,,,,
전라남도,15-6-5-8,1,거목,정자목,회화나무,회화나무,"sophora japonica L , celtis sinensis pers",담양군,창평면 오강리(양산)208-2,임야,평탄지,1995.8.2,235,258,1900,108,340,,,,,,
전라남도,15-6-5-9,1,거목,당산목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,1800,150,470,,,,,,
전라남도,15-6-5-9,1,거목,당산목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,1800,150,470,,,,,,
전라남도,15-6-5-9,1,거목,당산목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,2000,150,470,,,,,,
전라남도,15-6-5-9,1,거목,당산목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,1800,150,470,,,,,,
전라남도,15-6-5-9,1,거목,당산목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,2000,150,470,,,,,,
전라남도,15-6-5-9,1,거목,당산목,버드나무,버드나무,salix chaenomeloides kimura,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,1900,150,470,,,,,,
전라남도,15-6-5-9,1,거목,당산목,버드나무,버드나무,salix chaenomeloides kimura,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,1800,150,470,,,,,,
전라남도,15-6-5-9,1,거목,당산목,버드나무,버드나무,salix chaenomeloides kimura,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,1800,150,470,,,,,,
전라남도,15-6-5-9,1,거목,당산목,버드나무,버드나무,salix chaenomeloides kimura,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,1700,150,470,,,,,,
전라남도,15-6-5-9,1,거목,당산목,버드나무,버드나무,salix chaenomeloides kimura,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,1000,150,470,,,,,,
전라남도,15-6-5-9,1,거목,당산목,버드나무,버드나무,salix chaenomeloides kimura,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,1000,150,470,,,,,,
전라남도,15-6-5-9,1,거목,당산목,팽나무,팽나무,Celtis sinensis pers,담양군,창평면 일산2구(상산)58,잡종지,평탄지,2002.12.2,400,416,1500,150,470,,,,,,
전라남도,15-6-5-10,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 유곡리640-10 ,잡종지,평탄지,2005.10.24,410,423,1500,143,450,,,,,,
전라남도,15-6-5-11,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 광덕리3구 39 ,잡종지,평탄지,2011.9.29,500,507,1400,137,430,,,,,,
전라남도,15-6-5-11,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 광덕리3구 39 ,잡종지,평탄지,2011.9.29,500,507,1600,137,430,,,,,,
